SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	nb_62_seg	proportion	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	Event_len_min	debut	fin	Genotype	SegHpM_NWT	SegHpM_DC	SegHpM_Ntel	SegHpM_Ntkd	SegHpM_SFA	exp_local_hits_seg_NWT	exp_local_hits_seg_Ntel	exp_local_hits_seg_Ntkd	exp_local_hits_seg_SFA	exp_local_hits_seg_DC	Seg_Obs_Exp_HpM_NWT	Seg_Obs_Exp_HpM_Ntel	Seg_Obs_Exp_HpM_Ntkd	Seg_Obs_Exp_HpM_SFA	Seg_Obs_Exp_HpM_DC	boundary_cross	hotspot_overlapW	hotspot_boundary_crossW	est_dist_DSBsW	hotspot_overlapF	hotspot_boundary_crossF	est_dist_DSBsF	SegType	seg_cat	len_cat	Classification	Notes
1978	38	0	76	(6:2)	4	1	596625	596663	596663	596701	23	28.1049	26.8978	20.5147	8.8573	0.1212	10	1771	2.49017038007864	2	0	1	16	OM4	182	8_4_4_7_34_4_4_3_4_4	1	0	2	32	(5:3)_(4:4ai)_(5:3)_(6:2)_(4:4bCO)_(5:3a)_(4:4b)_(5:3b)_(6:2)_(5:3b)_(4:4b)	1281	595267.5	596793.5	OM	0.110927451848796	0	0.277368042402638	0.163234863245035	0.160955009464822	1.20608266516093	1.154281648786	0.880359796725014	0.380098701298701	0.00520112930547713	0.092	0.2403	0.1854	0.4235	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
1982	122	0	244	2:6	4	1	319024	319149	319149	319268	14	72.1461	64.7544	66.8176	43.7419	0.2244	4	3236	4.79183032207384	1	0	0	14	OM7	182	4_34_4_4	1	1	2	14	3:5_3:5a_2:6_3:5a	1855	318016.75	320562.75	OM	1.34873377883603	0	0.692169799288229	0.833277969175482	3.23760651418829	5.43994079110012	4.88259381953028	5.03816266996292	3.29821495673671	0.0169201483312732	0.2479	0.1418	0.1654	0.9816	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
1984	410	193	628	(2:6)	34	2	40593	40834	41027	41221	3	9.0162	12.0572	10.4729	2.9473	0	2	784	69.9658703071672	1	0	1	15	OM1	183	34_1	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	388	40713.5	41299.5	OM	7.88955247252083	0	9.56694691079796	9.50352973727144	2.63850175863526	7.22216020408163	9.65806326530612	8.38900663265306	2.36084744897959	0	1.0924	0.9906	1.1329	1.1176	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	150_300	AC	
1989	156	0	312	(2:6)	2	1	443611	443738	443738	443923	8	110.152	124.406	116.5767	237.3248	1.2366	6	1106	17.5478065241845	1	0	1	15	OM2	183	1_1_1_2_256_56	1	0	3	20	(3:5)_(4:4)_(3:5)_(2:6)_(5:3)_(3:5)_(4:4aCO)	672	443214.5	444103.5	OM	47.549467337714	0.3118	55.9163170833672	52.9465081669643	187.097844280562	31.0736202531646	35.0946401446655	32.8860130198915	66.9487681735986	0.348841952983725	1.5302	1.5933	1.61	2.7946	0.8938	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	IN	
1992	307	216	398	(2:6)	12	2	888536	888652	888868	888934	2	674.7623	657.2607	618.2455	61.5184	24.4448	1	397	100	1	0	1	16	OM3	183	12	1	0	1	16	(2:6)_(4:4aCO)	217	888594	888901	OM	674.762287269376	24.4448	657.260735588722	618.245543152021	61.518425102933	676.461953148615	658.916268513854	619.802793450882	61.673358186398	24.5063738035265	0.9975	0.9975	0.9975	0.9975	0.9975	0	1	0	0	1	0	0	6:2/2:6 Segment	single	150_300	AC	
1995	734	0	1468	2:6	1	1	109424	109584	109584	110892	7	658.9406	738.9967	460.3943	579.1049	22.277	3	2560	45.875	1	0	0	15	OM1	184	1_12_1	1	1	2	14	3:5_3:5a_2:6	640	108638	110238	OM	370.843174674243	15.0982	387.186782531964	209.960842848926	435.179330891778	377.8612503125	423.76842015625	264.00735640625	332.08046609375	12.7744671875	0.9814	0.9137	0.7953	1.3105	1.1819	0	3	0	1656	1	0	0	6:2/2:6 Segment	single	30_150	IN	Phasing reveals incompatibility
1998	78	3	153	2:6	5	2	702425	702489	702492	702578	11	294.9908	245.6255	264.8405	201.86	4.2826	4	4135	2.01758923952406	1	0	0	16	OM4	184	5_56_5_5	1	1	2	14	3:5_3:5a_2:6_3:5a	3597	699443	703309	OM	0.489521144587922	0	0.776190410762522	0.685346374359669	0.102935180074146	10.9150162998791	9.08844050785973	9.79941874244256	7.46906408706167	0.158461378476421	0.0448	0.0854	0.0699	0.0138	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
2003	271	0	542	(2:6)	1	1	170671	170921	170921	171213	9	635.2886	613.6785	450.4073	824.7979	20.1452	6	2311	13.4491315136476	2	0	1	15	OM1	185	1_1_2_1_2_134	1	0	3	20	(3:5)_(4:4)_(3:5a)_(2:6)_(3:5)_(6:2)_(4:4aCO)	1719	170283	172298	OM	167.339812537246	4.5922	135.857927919659	127.824700441612	399.069089523473	148.994556988317	143.926329294678	105.634252098659	193.440269061013	4.72466395499784	1.1231	0.9439	1.2101	2.063	0.972	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IC	Phasing reveals incompatibility
2005	333	0	666	(6:2)	134	1	171849	172081	172081	172515	9	635.2886	613.6785	450.4073	824.7979	20.1452	6	2311	16.5260545905707	2	0	1	15	OM1	185	1_1_2_1_2_134	1	0	3	20	(3:5)_(4:4)_(3:5a)_(2:6)_(3:5)_(6:2)_(4:4aCO)	1719	170283	172298	OM	3.73702482283395	0	2.00039072485047	1.6600545498026	5.26399907275192	183.08187260926	176.854124188663	129.801497966248	237.695976373864	5.80558338381653	0.0204	0.0113	0.0128	0.0221	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
2007	381	206	556	(6:2)	34	5	915416	915553	915759	915972	9	215.4394	209.1606	216.2946	167.3896	2.4426	2	875	57.5528700906344	1	0	1	15	OM8	185	3478_34	1	0	1	12	(4:4aCO)_(6:2)_(4:4a)	450	915203.25	915865.25	OM	183.352875381182	2.3106	176.934204525916	186.713377720417	155.466433638652	136.896350171429	132.906621257143	137.439768685714	106.3641344	1.55209782857143	1.3394	1.3313	1.3585	1.4616	1.4887	0	2	0	443	1	0	0	6:2/2:6 Segment	single	150_300	AC	
2009	72	0	145	6:2	5	1	207252	207320	207320	207397	28	155.6305	136.289	232.6682	224.0806	2.2138	5	2480	3.03413400758533	1	0	0	15	OM1	186	6_5_6_5_5	1	1	2	21	5:3_6:2_5:3a_4:4_5:3a	2266	205790	208163	OM	52.8732848531804	0.6984	41.8049553617222	109.819654974415	145.353577375858	9.09936391129032	7.96851008064516	13.6035842741935	13.1014866935484	0.129435887096774	5.8107	5.2463	8.0728	11.0944	5.3957	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN4	
2013	788	171	1405	(2:6)	34	3	503192	503873	504044	504597	3	352.5328	266.79	235.9695	204.966	5.18	1	1404	100	1	0	1	16	OM9	186	34	1	0	1	16	(2:6)_(4:4aCO)	172	503532.5	504320.5	OM	352.532843312172	5.18	266.7900474671	235.969497704606	204.965951049118	352.783891737892	266.980021367521	236.137569444444	205.111987179487	5.18368945868946	0.9993	0.9993	0.9993	0.9993	0.9993	0	1	0	0	1	0	0	6:2/2:6 Segment	single	150_300	AC	
2015	110	0	221	(6:2)	5	1	649028	649129	649129	649249	11	358.4842	350.1393	398.2286	45.8986	2.4894	5	2508	5.13059701492537	2	0	1	15	OM2	187	6_5_6_5_56	1	0	2	32	(5:3)_(6:2)_(5:3a)_(4:4)_(6:2)_(4:4aCO)	1780	648548.5	650692.5	OM	341.429095404386	2.4894	334.914159299532	372.882739251379	35.4875285442407	31.5889187400319	30.8535826555024	35.0911166666667	4.04449385964912	0.219361004784689	10.8085	10.855	10.6261	8.7743	11.3484	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	CC5	Good example
2018	404	0	807	(6:2)	56	1	650136	650442	650442	650943	11	358.4842	350.1393	398.2286	45.8986	2.4894	5	2508	18.8432835820896	2	0	1	15	OM2	187	6_5_6_5_56	1	0	2	32	(5:3)_(6:2)_(5:3a)_(4:4)_(6:2)_(4:4aCO)	1780	648548.5	650692.5	OM	1.5932943016226	0	1.15968448742019	0.420889892484747	1.66736985566168	115.349581100478	112.664439832536	128.13815	14.7688078947368	0.801015071770335	0.0138	0.0103	0.0033	0.1129	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
2021	510	0	1019	(2:6)	5	1	988671	988871	988871	989690	3	1500.9755	1846.3251	1357.1832	1133.375	50.718	3	2442	27.9605263157895	1	0	1	15	OM8	187	1_25_5	1	0	2	31	(3:5)_(3:5a)_(2:6)_(4:4aCO)	1205	987456.75	989280.75	OM	565.126455065056	14.8324	617.210810761438	448.634918189651	312.327243832264	626.328433456183	770.436231326781	566.326650614251	472.93575962326	21.1636535626536	0.9023	0.8011	0.7922	0.6604	0.7008	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
2023	151	0	302	2:6	2	1	700551	700804	700804	700853	19	659.725	861.6816	1202.9672	1088.261	24.7406	6	1293	12.0031796502385	1	0	0	15	OM2	188	1_2_2_12_2_2	1	1	2	14	3:5_2:6_3:5_3:5a_4:4_3:5a	1222	700532.25	701790.25	OM	4.02759673232065	0	2.45010104531288	24.7887943212826	9.72522378195183	154.088901778809	201.25896612529	280.971457385924	254.180063418407	5.77854694508894	0.0261	0.0122	0.0882	0.0383	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
2029	122	0	244	6:2	6	1	719387	719419	719419	719631	2	448.9807	380.1414	415.9747	259.5121	6.1296	2	666	34.8571428571429	1	0	0	16	OM9	188	5_6	1	1	1	7	5:3_6:2	33	719175.25	719525.25	OM	411.044423506438	5.5916	340.029414145717	361.465400768194	243.659575338137	164.491427627628	139.271023423423	152.399139339339	95.0765051051051	2.24567927927928	2.4989	2.4415	2.3718	2.5628	2.4899	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN2	
2030	501	0	1002	(6:2)	12	1	268456	269276	269276	269458	19	25.7196	22.1749	33.1275	17.6909	0.0516	3	2199	29.0434782608696	2	0	1	15	OM1	189	12_3_3	1	0	1	12	(6:2)_(5:3)_(6:2)_(4:4aCO)	1251	268866	270591	OM	8.86709439039123	0	5.96416309568775	12.6118936129246	6.93937166350197	11.7194357435198	10.1042518417462	15.094931787176	8.06106493860846	0.0235121418826739	0.7566	0.5903	0.8355	0.8609	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
2032	1047	935	1159	(6:2)	3	15	269497	269591	270526	270656	19	25.7196	22.1749	33.1275	17.6909	0.0516	3	2199	60.695652173913	2	0	1	15	OM1	189	12_3_3	1	0	1	12	(6:2)_(5:3)_(6:2)_(4:4aCO)	1251	268866	270591	OM	16.5100858450516	0.0516	15.6873483340129	19.9342575029016	10.7515745570352	13.5557145975443	11.6874529786266	17.4601057298772	9.32412601182356	0.0271961800818554	1.2179	1.3422	1.1417	1.1531	1.8973	1	0	0	0	0	0	0	6:2/2:6 Segment	multi	750_1000	AC	
2033	904	33	1775	(6:2)	34	3	1042440	1043118	1043151	1044215	3	385.6099	455.2785	184.3322	578.0196	7.1978	1	1774	100	1	0	1	15	OM8	189	34	1	0	1	15	(6:2)_(4:4aCO)	34	1042779	1043683	OM	385.609929087128	7.1978	455.278486414256	184.332169148557	578.019649313133	385.827267474634	455.53513951522	184.436107666291	578.345428410372	7.20185738444194	0.9994	0.9994	0.9994	0.9994	0.9994	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
2036	1352	337	2368	(2:6)	56	3	774964	775111	775448	777332	8	735.0168	881.2071	851.4254	565.5752	18.8338	3	4965	43.0299172501591	1	0	1	16	OM9	189	5_678_56	1	0	3	20	(5:3)_(4:4aCO)_(2:6)_(4:4a)	1319	773248	776390	OM	627.1719098074	16.9658	778.156192997408	748.366534028915	498.125944105419	350.557861510574	420.281654138973	406.077612729104	269.744627109768	8.98256563947633	1.7891	1.8515	1.8429	1.8467	1.8887	0	1	0	0	2	0	684	6:2/2:6 Segment	single	300_500	AC	
2037	153	72	234	2:6	56	3	21112	21201	21273	21346	38	545.6644	672.1233	437.0291	394.0996	13.1574	3	5078	4.56443914081146	1	0	0	16	OM8	190	56_56_7	1	1	3	30	2:6_4:4_5:3	1626	21156.5	24508.5	OM	0.229156710717395	0	0.15433786131528	0.106522750830859	0.430347079377043	25.1448345017724	30.9722040567152	20.1387966522253	18.1605565970855	0.60630791650256	0.0091	0.005	0.0053	0.0237	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AN	
2042	466	110	823	(6:2)	34	2	462083	462157	462267	462906	7	382.0591	491.4422	528.9814	222.3277	6.9366	3	1471	44.4656488549618	1	0	1	15	OM1	191	3_3_34	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	624	461538.75	462586.75	OM	140.107773269265	1.6038	176.568914915078	148.947711835241	57.4785443961357	213.755703127124	274.953725764786	295.956282936778	124.388645207342	3.88091216859279	0.6555	0.6422	0.5033	0.4621	0.4133	0	2	0	352	1	0	0	6:2/2:6 Segment	single	30_150	AC	
2044	459	20	898	(2:6)	2	3	903919	904326	904346	904817	6	109.7727	114.1287	153.7448	195.1845	0.902	2	1147	55.5690072639225	1	0	1	15	OM2	192	1_2	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	504	903755.75	904581.75	OM	108.894048630911	0.902	113.625674025411	152.980273098384	190.034647989617	85.9423579773322	89.3527224062772	120.368640278989	152.812276373147	0.706186573670445	1.2671	1.2717	1.2709	1.2436	1.2773	0	1	0	0	2	0	366	6:2/2:6 Segment	single	30_150	AC	
2046	102	0	205	(6:2)	3	1	270451	270526	270526	270656	6	1.6075	0.7129	0.519	2.3349	0	2	491	31.4814814814815	1	0	1	15	OM7	192	4_3	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	157	270267	270591	OM	0.698672904566129	0	0.374091770135546	0.25395423883526	1.53012294889615	0.671155804480652	0.297646639511202	0.216690427698574	0.974856415478615	0	1.041	1.2568	1.172	1.5696	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
2047	674	475	872	(6:2)	12	8	510696	511001	511476	511568	8	208.7268	246.5672	176.4515	128.7408	5.0176	1	871	100	1	0	1	15	OM1	193	12	1	0	1	15	(6:2)_(4:4aCO)	476	510848.25	511522.25	OM	208.726754799753	5.0176	246.567186506075	176.451486014319	128.740799640101	208.966440413318	246.850285189437	176.654084959816	128.888608036739	5.0233607347876	0.9989	0.9989	0.9989	0.9989	0.9989	0	1	0	0	1	0	0	6:2/2:6 Segment	single	300_500	AC	
2048	599	9	1189	(2:6)	34	2	941405	941706	941715	942594	11	1711.3564	1463.267	1418.9572	1222.2275	28.0858	4	3693	17.918037690697	1	0	1	15	OM2	193	34_8_7_8	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(4:4a)	2993	941555.5	944898.5	OM	3.28161211925634	0	1.67371058547542	1.99982711747624	2.1427323199108	550.989103601408	471.114124830761	456.848120985649	393.508935147576	9.04251724884917	0.006	0.0036	0.0044	0.0054	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
2053	230	18	443	(6:2)	7	2	296475	296786	296804	296918	16	167.5151	162.9962	172.1715	729.8635	1.008	4	2114	13.8470800722456	2	0	1	15	OM7	193	8_7_78_34	1	0	3	20	(5:3)_(6:2)_(4:4)_(2:6)_(4:4aCO)	1208	296006	297667	OM	86.3628727123785	0.4168	79.7322594793682	78.0349664896453	702.861916554935	35.1036846263008	34.1567249763482	36.0794581362346	152.946797776727	0.21123178807947	2.4602	2.3343	2.1629	4.5955	1.9732	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IC	Phasing reveals incompatibility
2055	212	0	424	(2:6)	34	1	297302	297608	297608	297726	16	167.5151	162.9962	172.1715	729.8635	1.008	4	2114	12.7633955448525	2	0	1	15	OM7	193	8_7_78_34	1	0	3	20	(5:3)_(6:2)_(4:4)_(2:6)_(4:4aCO)	1208	296006	297667	OM	8.78177327548859	0.0584	10.579995426288	8.25476302917447	2.6175946132169	33.598108987701	32.6917638599811	34.532032166509	146.387002838221	0.202172185430464	0.2614	0.3236	0.239	0.0179	0.2889	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
2058	581	256	906	(2:6)	56	2	176684	177089	177345	177590	5	77.6441	68.8305	86.0935	29.8407	0.3806	3	1587	41.6189111747851	1	0	1	16	OM8	193	5_5_56	1	0	1	12	(3:5)_(4:4)_(2:6)_(4:4aCO)	1206	176071.25	177467.25	OM	2.64215386887821	0	1.27291226383555	0.958404693390885	1.76290250577909	44.3261213610586	39.2945387523629	49.149786389414	17.0357115311909	0.217280151228733	0.0596	0.0324	0.0195	0.1035	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	150_300	AC	
2059	238	0	475	(2:6)	34	1	670429	670593	670593	670904	1	214.6065	215.0543	155.389	389.6103	5.2398	1	474	100	1	0	1	15	OM1	195	34	1	0	1	16	(2:6)_(4:4aCO)	1	670510.75	670748.75	OM	214.606509896261	5.2398	215.054255927266	155.388987544871	389.610256785776	215.059256329114	215.508001054852	155.716824894515	390.432262658228	5.25085443037975	0.9979	0.9979	0.9979	0.9979	0.9979	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
2060	694	508	880	(2:6)	12	6	806960	807123	807631	807840	6	197.1592	190.818	226.5298	26.4543	1.1776	1	879	100	1	0	1	15	OM1	196	12	1	0	1	16	(2:6)_(4:4aCO)	509	807041.5	807735.5	OM	197.159192109079	1.1776	190.818010424819	226.529781596471	26.4543412790556	197.383499431172	191.035085324232	226.787513083049	26.4843959044369	1.17893970420933	0.9989	0.9989	0.9989	0.9989	0.9989	0	1	0	0	0	0	0	6:2/2:6 Segment	single	500_750	AC	
2065	40	8	71	(6:2)	7	2	1055325	1055368	1055376	1055396	40	113.9038	140.2762	88.0214	65.4818	0.2828	6	2197	1.89393939393939	1	0	1	15	OM2	196	3_47_8_8_7_7	1	0	2	30	(5:3)_(5:3a)_(4:4aCO)_(5:3a)_(6:2)_(5:3a)_(4:4a)	2026	1053348.25	1055460.25	OM	0.222755126480854	0	0.126531039898787	0.377580642616426	0.192765881441088	3.68100582612654	4.53327728720983	2.84456959490214	2.11616194811106	0.00913918980427856	0.0605	0.0279	0.1327	0.0911	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IC	
2070	9100	8987	9213	(6:2)	6	78	55327	55366	64353	64540	89	449.2353	454.2347	491.6823	559.511	3.0658	5	12963	72.3945902943516	1	0	1	16	OM2	197	58_7_56_6_6	1	0	2	30	(4:4ai)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4bCO)	12177	53464	66034	OM	364.273648876247	2.9514	377.699455152992	417.926759627128	362.50639352011	319.27831666281	322.831465794955	349.446041032169	397.652923165934	2.17891039111317	1.1409	1.17	1.196	0.9116	1.3545	1	3	1	7730	2	0	637	6:2/2:6 Segment	single	>1000	AC	
2072	65	5	125	6:2	12	3	1070965	1071028	1071033	1071090	3	51.6403	47.3476	48.131	34.2075	2.1666	1	124	100	1	0	0	15	OM1	199	12	1	1	1	10	6:2	6	1070996.5	1071061.5	OM	51.6402797143705	2.1666	47.3476150565139	48.1309796798735	34.2074910668561	52.0567540322581	47.729435483871	48.5191532258065	34.4833669354839	2.18407258064516	0.992	0.992	0.992	0.992	0.992	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	CN1	
2076	180	0	361	(2:6)	6	1	135326	135618	135618	135687	9	184.6497	172.6596	193.909	41.2369	0.348	5	2760	8.00711743772242	1	0	1	16	OM2	200	7_4_468_6_456	2	1	0	2	(3:5)_(4:4ai)_(3:5a)_(2:6)_(5:3)_(4:4bCO)	1737	133909.25	136157.25	OM	106.262297336417	0.1796	96.8163504546038	101.866256309798	21.2554644630853	24.1516455434783	22.5833752173913	25.3627351449275	5.39366699275362	0.0455173913043478	4.3998	4.2871	4.0164	3.9408	3.9457	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
2080	677	149	1205	(2:6)	78	2	525655	525725	525874	526860	8	933.1268	986.2697	1088.5889	1269.1384	18.397	5	2265	32.5168107588857	1	0	1	16	OM8	200	1_1_78_56_5	2	1	0	2	(5:3)_(4:4)_(2:6)_(4:4aCO)_(3:5)_(4:4a)	1900	525376.75	527458.75	OM	293.100135161119	4.5076	306.646024716231	279.704938597613	660.575864484748	496.431697130243	524.704189183223	579.138907064018	675.192835320088	9.78736644591611	0.5904	0.5844	0.483	0.9784	0.4606	0	2	1	725.5	1	0	0	6:2/2:6 Segment	single	30_150	AC	
2083	250	48	453	2:6	34	2	591009	591334	591382	591462	2	33.7095	50.4128	28.7506	8.4416	0	1	452	100	1	0	0	16	OM8	201	34	1	1	1	10.1	2:6	49	591171.75	591421.75	OM	33.7095422925755	0	50.4127669827261	28.7506404812923	8.44158507377744	33.784078539823	50.5243327433628	28.8142075221239	8.46027610619469	0	0.9978	0.9978	0.9978	0.9978	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	CN1	
2085	158	10	307	(6:2)	1	2	230837	231042	231052	231144	5	239.1634	196.9845	218.8775	212.4334	2.0032	2	808	21.8232044198895	1	0	1	16	OM2	202	2_1	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	640	230374	231098	OM	237.47967044768	2.0032	195.873850695747	216.444627637527	207.682679543242	90.8702522277228	74.8443582920792	83.162614480198	80.7141754950495	0.761116831683168	2.6134	2.6171	2.6027	2.5731	2.6319	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
2086	772	517	1027	(6:2)	56	13	253297	253600	254117	254324	13	94.2038	99.5365	92.7838	48.8224	0.5098	1	1026	100	1	0	1	16	OM1	203	56	1	0	1	15	(6:2)_(4:4aCO)	518	253448.5	254220.5	OM	94.2038131546031	0.5098	99.536517751084	92.7838165077354	48.8223859878014	94.2956165692008	99.6335141325536	92.8742325536062	48.8699851851852	0.510296881091618	0.999	0.999	0.999	0.999	0.999	0	1	0	0	1	0	0	6:2/2:6 Segment	single	500_750	AC	
2090	31	0	62	2:6	4	1	286828	286865	286865	286890	23	121.8345	110.573	112.6877	73.5349	0.4776	5	2676	1.50048402710552	1	0	0	16	OM2	203	4_4_3_4_4	1	1	2	18	3:5_4:4_3:5a_2:6_3:5a	1456	286147	288213	OM	0.0996246546811545	0	0.0456111890860451	0.0298063659601841	0.174059488172026	2.82277242152466	2.561855754858	2.61085104633782	1.70372339312407	0.0110654708520179	0.0353	0.0178	0.0114	0.1022	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
2092	598	21	1176	(6:2)	56	2	860391	861174	861195	861567	2	421.5101	341.2824	374.428	855.3719	5.1386	1	1175	100	1	0	1	15	OM7	203	56	1	0	1	15	(6:2)_(4:4aCO)	22	860782.75	861380.75	OM	421.510113510398	5.1386	341.282421526596	374.427969277281	855.371939783567	421.868832	341.572853106383	374.74666212766	856.099876085106	5.14297327659574	0.9991	0.9991	0.9991	0.9991	0.9991	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
2093	658	103	1212	(6:2)	56	2	675149	676046	676149	676361	5	233.3158	216.4448	208.3371	256.5989	1.9102	4	1875	51.1664074650078	2	0	1	16	OM8	203	56_12_256_2	1	0	3	20	(6:2)_(4:4aCO)_(3:5)_(2:6)_(4:4a)	698	675597.75	676883.75	OM	73.2013155468059	0.5536	72.179406655054	67.7216638033347	27.1536802915905	150.81533312	139.90991872	134.66910144	165.86552896	1.23475328	0.4854	0.5159	0.5029	0.1637	0.4483	1	1	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
2096	167	0	334	(2:6)	2	1	676691	676743	676743	677025	5	233.3158	216.4448	208.3371	256.5989	1.9102	4	1875	12.9860031104199	2	0	1	16	OM8	203	56_12_256_2	1	0	3	20	(6:2)_(4:4aCO)_(3:5)_(2:6)_(4:4a)	698	675597.75	676883.75	OM	155.524388506913	1.3566	141.88520649849	135.083250702452	226.640858865023	41.5613211733333	38.5560337066667	37.11178208	45.7088173866667	0.340270293333333	3.742	3.68	3.6399	4.9584	3.9868	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	AC	
2097	228	0	455	(6:2)	34	1	944698	945099	945099	945153	7	5.3387	3.1531	4.2313	2.6628	0	3	1085	27.906976744186	1	0	1	15	OM7	204	34_6_35	1	0	3	20	(6:2)_(5:3)_(3:5)_(4:4aCO)	549	944898.5	945715.5	OM	2.87351112417691	0	2.31736848409099	3.42803214950802	1.51191672657011	2.23880967741936	1.32226774193548	1.77441612903226	1.11665806451613	0	1.2835	1.7526	1.9319	1.354	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
2100	871	0	1742	(6:2)	12	1	745157	746299	746299	746899	1	11.133	10.1525	10.7257	5.4247	0.0516	1	1741	100	1	0	1	16	OM8	204	12	1	0	1	15	(6:2)_(4:4aCO)	1	745728	746599	OM	11.1329551358653	0.0516	10.1524905531438	10.7256907630013	5.42465397965093	11.1393946008041	10.1583314187249	10.7318606547961	5.42781585295807	0.0516296381390006	0.9994	0.9994	0.9994	0.9994	0.9994	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
2102	1245	776	1714	(6:2)	456	4	407036	407571	408347	408750	20	48.0163	46.7295	35.1742	75.0383	0.1906	4	3240	41.7225201072386	1	0	1	16	OM2	205	4_456_34_3	1	0	3	20	(3:5)_(6:2)_(4:4aCO)_(5:3)_(4:4a)	2728	406698.5	409682.5	OM	3.54877823637819	0	1.61089517594464	1.67755828820204	6.44920413933937	25.4012154938272	24.7204824074074	18.6075860493827	39.6961870987654	0.10082975308642	0.1397	0.0652	0.0902	0.1625	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	750_1000	AC	
2107	240	39	442	(6:2)	34	2	497758	497958	497997	498200	7	175.3154	231.0867	211.4439	109.638	0.6842	4	1476	19.0779014308426	1	0	1	16	OM1	206	4_4_34_34	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4)_(4:4aCO)	1039	497150.75	498408.75	OM	171.074936889759	0.6842	227.612336606549	200.588241074883	104.722290853568	52.499598102981	69.2007597560976	63.3185662601626	32.8319756097561	0.204889159891599	3.2586	3.2892	3.1679	3.1896	3.3394	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
2109	921	750	1092	(6:2)	56	10	900472	900592	901342	901564	10	285.2024	269.4264	191.7286	133.6562	5.8954	1	1091	100	1	0	1	16	OM8	206	56	1	0	1	15	(6:2)_(4:4aCO)	751	900532	901453	OM	285.202380658795	5.8954	269.426394201181	191.728648867986	133.656179565566	285.463813748854	269.673353620532	191.904336571952	133.778707974335	5.90080366636114	0.9991	0.9991	0.9991	0.9991	0.9991	0	1	0	0	1	0	0	6:2/2:6 Segment	single	500_750	AC	
