SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	Event_len_min	nb_62_seg	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	debut	fin
1847	920	629	1210	(6:2)	56	6	313494	313832	314461	314704	18	165.4967	135.0919	114.3956	63.4189	1.1236	4	3802	3558	3314	1	1	16	OM6	168	6_6_56_3	1	0	2	32	(5:3)_(4:4)_(6:2)_(5:3a)_(4:4aCO)	312882.5	316440.5
1848	1858	1501	2215	(5:3a)	3	7	314461	314704	316205	316676	18	165.4967	135.0919	114.3956	63.4189	1.1236	4	3802	3558	3314	1	1	16	OM6	168	6_6_56_3	1	0	2	32	(5:3)_(4:4)_(6:2)_(5:3a)_(4:4aCO)	312882.5	316440.5
1849	226	                      2	449	(6:2)	34	2	494666	494984	494986	495115	23	224.0249	210.5244	285.018	121.6591	1.244	5	5248	4505	3762	2	1	13	OM7	168	34_4_14_1_1	1	0	2	30	(6:2)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4aCO)	494825	499330
1850	2211	1840	2582	(5:3)	4	14	494986	495115	496955	497568	23	224.0249	210.5244	285.018	121.6591	1.244	5	5248	4505	3762	2	1	13	OM7	168	34_4_14_1_1	1	0	2	30	(6:2)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4aCO)	494825	499330
1851	506	188	825	(5:3a)	14	2	496955	497568	497756	497780	23	224.0249	210.5244	285.018	121.6591	1.244	5	5248	4505	3762	2	1	13	OM7	168	34_4_14_1_1	1	0	2	30	(6:2)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4aCO)	494825	499330
1852	116	0	231	(6:2)	1	1	497756	497780	497780	497987	23	224.0249	210.5244	285.018	121.6591	1.244	5	5248	4505	3762	2	1	13	OM7	168	34_4_14_1_1	1	0	2	30	(6:2)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4aCO)	494825	499330
1853	1446	758	2135	(5:3a)	1	4	497780	497987	498745	499915	23	224.0249	210.5244	285.018	121.6591	1.244	5	5248	4505	3762	2	1	13	OM7	168	34_4_14_1_1	1	0	2	30	(6:2)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4aCO)	494825	499330
1854	8924	                      396	17452	(6:2)	78	15	22358	39380	39776	39810	18	1504.007	1670.9205	1289.9802	919.1526	32.7484	2	17698	9106	514	1	1	15	OM8	168	78_4	1	0	1	8	(6:2)_(5:3)_(4:4aCO)	30869	39975
1855	182	83	281	(5:3)	4	3	39776	39810	39893	40057	18	1504.007	1670.9205	1289.9802	919.1526	32.7484	2	17698	9106	514	1	1	15	OM8	168	78_4	1	0	1	8	(6:2)_(5:3)_(4:4aCO)	30869	39975
1856	305	                      28	582	(2:6)	12	2	652283	652485	652513	652865	11	3.1232	2.0491	1.5296	2.7491	0	5	1334	1140	947	3	1	15	OM9	168	12_12_78_12_12	1	0	3	20	(2:6)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	652384.25	653524.25
1857	285	93	477	(4:4)	12	4	652513	652865	652958	652990	11	3.1232	2.0491	1.5296	2.7491	0	5	1334	1140	947	3	1	15	OM9	168	12_12_78_12_12	1	0	3	20	(2:6)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	652384.25	653524.25
1858	132	85	180	(6:2)	78	2	652958	652990	653075	653138	11	3.1232	2.0491	1.5296	2.7491	0	5	1334	1140	947	3	1	15	OM9	168	12_12_78_12_12	1	0	3	20	(2:6)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	652384.25	653524.25
1859	202	48	356	(4:4aCO)	12	2	653075	653138	653186	653431	11	3.1232	2.0491	1.5296	2.7491	0	5	1334	1140	947	3	1	15	OM9	168	12_12_78_12_12	1	0	3	20	(2:6)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	652384.25	653524.25
1860	216	0	432	(6:2)	12	1	653186	653431	653431	653618	11	3.1232	2.0491	1.5296	2.7491	0	5	1334	1140	947	3	1	15	OM9	168	12_12_78_12_12	1	0	3	20	(2:6)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	652384.25	653524.25
1861	195	                      0	390	(5:3)	4	1	270133	270187	270187	270523	7	41.4009	44.4932	35.5202	53.7208	0.5466	5	1309	1190	1070	1	1	14	OM2	169	4_8_3_7_78	1	0	2	32	(5:3)_(4:4ai)_(5:3a)_(4:4bCO)_(6:2)_(4:4b)	270159.75	271349.75
1862	180	0	360	(4:4ai)	8	1	270187	270523	270523	270547	7	41.4009	44.4932	35.5202	53.7208	0.5466	5	1309	1190	1070	1	1	14	OM2	169	4_8_3_7_78	1	0	2	32	(5:3)_(4:4ai)_(5:3a)_(4:4bCO)_(6:2)_(4:4b)	270159.75	271349.75
1863	158	0	315	(5:3a)	3	1	270523	270547	270547	270838	7	41.4009	44.4932	35.5202	53.7208	0.5466	5	1309	1190	1070	1	1	14	OM2	169	4_8_3_7_78	1	0	2	32	(5:3)_(4:4ai)_(5:3a)_(4:4bCO)_(6:2)_(4:4b)	270159.75	271349.75
1864	436	163	709	(4:4bCO)	7	3	270547	270838	271001	271256	7	41.4009	44.4932	35.5202	53.7208	0.5466	5	1309	1190	1070	1	1	14	OM2	169	4_8_3_7_78	1	0	2	32	(5:3)_(4:4ai)_(5:3a)_(4:4bCO)_(6:2)_(4:4b)	270159.75	271349.75
1865	221	0	442	(6:2)	78	1	271001	271256	271256	271443	7	41.4009	44.4932	35.5202	53.7208	0.5466	5	1309	1190	1070	1	1	14	OM2	169	4_8_3_7_78	1	0	2	32	(5:3)_(4:4ai)_(5:3a)_(4:4bCO)_(6:2)_(4:4b)	270159.75	271349.75
1866	750	                      186	1314	(5:3)	7	2	307685	308234	308420	308999	4	350.1691	417.9839	339.5443	99.3727	9.3088	2	2101	1478	856	1	1	16	OM5	169	7_8	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	307959.75	309437.75
1867	728	90	1367	(6:2)	8	2	308420	308999	309089	309787	4	350.1691	417.9839	339.5443	99.3727	9.3088	2	2101	1478	856	1	1	16	OM5	169	7_8	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	307959.75	309437.75
1868	674	                      113	1234	(2:6)	56	2	560428	561397	561510	561662	3	265.7517	279.7665	315.0623	110.673	4.1268	2	1564	915	266	1	1	13	OM7	169	56_156	1	0	3	20	(2:6)_(5:3)_(4:4aCO)	560912.5	561827.5
1869	242	0	483	(5:3)	156	1	561510	561662	561662	561993	3	265.7517	279.7665	315.0623	110.673	4.1268	2	1564	915	266	1	1	13	OM7	169	56_156	1	0	3	20	(2:6)_(5:3)_(4:4aCO)	560912.5	561827.5
1870	23	                      0	46	3:5	7	1	770508	770539	770539	770554	2	123.8025	135.1898	109.9999	80.2574	0.7346	2	359	188	16	1	0	15	OM9	169	7_8	1	1	1	8	3:5_2:6	770523.25	770711.25
1871	164	0	329	2:6	8	1	770539	770554	770554	770868	2	123.8025	135.1898	109.9999	80.2574	0.7346	2	359	188	16	1	0	15	OM9	169	7_8	1	1	1	8	3:5_2:6	770523.25	770711.25
1872	495	                      0	990	3:5	8	1	953320	953577	953577	954310	2	420.5214	321.221	454.8267	250.7141	2.6884	2	1445	1090	734	1	0	15	OM4	170	8_7	1	1	1	8	3:5_2:6	953448.25	954538.25
1873	594	0	1189	2:6	7	1	953577	954310	954310	954766	2	420.5214	321.221	454.8267	250.7141	2.6884	2	1445	1090	734	1	0	15	OM4	170	8_7	1	1	1	8	3:5_2:6	953448.25	954538.25
1874	542	                      376	708	(2:6)	56	3	190429	190588	190964	191137	12	278.2712	278.8774	279.6162	139.4282	6.0738	3	2676	2434	2193	1	1	14	OM1	172	56_2_3	2	1	0	2	(2:6)_(3:5)_(4:4ai)_(4:4bCO)	190508.75	192942.75
1875	1246	779	1712	(3:5)	2	7	190964	191137	191916	192676	12	278.2712	278.8774	279.6162	139.4282	6.0738	3	2676	2434	2193	1	1	14	OM1	172	56_2_3	2	1	0	2	(2:6)_(3:5)_(4:4ai)_(4:4bCO)	190508.75	192942.75
1876	647	104	1190	(4:4ai)	3	2	191916	192676	192780	193106	12	278.2712	278.8774	279.6162	139.4282	6.0738	3	2676	2434	2193	1	1	14	OM1	172	56_2_3	2	1	0	2	(2:6)_(3:5)_(4:4ai)_(4:4bCO)	190508.75	192942.75
1877	1052	                      534	1571	(2:6)	56	5	486092	486859	487393	487663	14	289.6374	301.428	310.0234	170.5433	3.1744	5	2872	2306	1740	1	1	14	OM2	172	56_8_7_8_78	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(3:5)_(4:4a)	486475.5	488781.5
1878	218	0	437	(3:5)	8	1	487393	487663	487663	487830	14	289.6374	301.428	310.0234	170.5433	3.1744	5	2872	2306	1740	1	1	14	OM2	172	56_8_7_8_78	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(3:5)_(4:4a)	486475.5	488781.5
1879	353	161	545	(4:4aCO)	7	4	487663	487830	487991	488208	14	289.6374	301.428	310.0234	170.5433	3.1744	5	2872	2306	1740	1	1	14	OM2	172	56_8_7_8_78	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(3:5)_(4:4a)	486475.5	488781.5
1880	298	0	596	(3:5a)	8	1	487991	488208	488208	488587	14	289.6374	301.428	310.0234	170.5433	3.1744	5	2872	2306	1740	1	1	14	OM2	172	56_8_7_8_78	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(3:5)_(4:4a)	486475.5	488781.5
1881	384	11	757	(3:5)	78	3	488208	488587	488598	488965	14	289.6374	301.428	310.0234	170.5433	3.1744	5	2872	2306	1740	1	1	14	OM2	172	56_8_7_8_78	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(3:5)_(4:4a)	486475.5	488781.5
1882	148	                      42	255	5:3	2	2	307665	307785	307827	307920	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	4268	3889	4	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	307724.75	311992.75
1883	164	0	327	6:2	1	1	307827	307920	307920	308154	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	4268	3889	4	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	307724.75	311992.75
1884	906	519	1292	5:3	1	9	307920	308154	308673	309212	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	4268	3889	4	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	307724.75	311992.75
1885	718	285	1150	6:2	1	4	308673	309212	309497	309823	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	4268	3889	4	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	307724.75	311992.75
1886	677	358	996	5:3	1	4	309497	309823	310181	310493	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	4268	3889	4	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	307724.75	311992.75
1887	222	0	444	6:2	1	1	310181	310493	310493	310625	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	4268	3889	4	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	307724.75	311992.75
1888	1083	989	1177	5:3a	2	8	310493	310625	311614	311670	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	4268	3889	4	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	307724.75	311992.75
1889	350	3	698	6:2	2	2	311614	311670	311673	312312	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	4268	3889	4	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	307724.75	311992.75
1890	126	                      0	251	2:6	56	1	1039293	1039487	1039487	1039544	3	153.3915	159.8234	116.2616	103.5925	5.1742	2	313	206	100	1	0	15	OM4	173	56_5	1	1	1	8	2:6_3:5	1039390.25	1039596.25
1891	81	42	120	3:5	5	2	1039487	1039544	1039586	1039607	3	153.3915	159.8234	116.2616	103.5925	5.1742	2	313	206	100	1	0	15	OM4	173	56_5	1	1	1	8	2:6_3:5	1039390.25	1039596.25
1892	218	                      0	436	(5:3)	6	1	653303	653426	653426	653739	11	274.6617	237.8647	283.2283	346.5718	2.9372	6	649	578	507	1	1	16	OM6	173	6_5_5_6_6_58	1	0	2	30	(5:3)_(6:2)_(5:3)_(4:4)_(5:3)_(5:3a)_(4:4aCO)	653364.5	653942.5
1893	167	0	334	(6:2)	5	1	653426	653739	653739	653760	11	274.6617	237.8647	283.2283	346.5718	2.9372	6	649	578	507	1	1	16	OM6	173	6_5_5_6_6_58	1	0	2	30	(5:3)_(6:2)_(5:3)_(4:4)_(5:3)_(5:3a)_(4:4aCO)	653364.5	653942.5
1894	91	64	118	(5:3)	5	4	653739	653760	653824	653857	11	274.6617	237.8647	283.2283	346.5718	2.9372	6	649	578	507	1	1	16	OM6	173	6_5_5_6_6_58	1	0	2	30	(5:3)_(6:2)_(5:3)_(4:4)_(5:3)_(5:3a)_(4:4aCO)	653364.5	653942.5
1895	34	10	57	(4:4)	6	2	653824	653857	653867	653881	11	274.6617	237.8647	283.2283	346.5718	2.9372	6	649	578	507	1	1	16	OM6	173	6_5_5_6_6_58	1	0	2	30	(5:3)_(6:2)_(5:3)_(4:4)_(5:3)_(5:3a)_(4:4aCO)	653364.5	653942.5
1896	31	0	62	(5:3)	6	1	653867	653881	653881	653929	11	274.6617	237.8647	283.2283	346.5718	2.9372	6	649	578	507	1	1	16	OM6	173	6_5_5_6_6_58	1	0	2	30	(5:3)_(6:2)_(5:3)_(4:4)_(5:3)_(5:3a)_(4:4aCO)	653364.5	653942.5
1897	38	3	72	(5:3a)	58	2	653881	653929	653932	653953	11	274.6617	237.8647	283.2283	346.5718	2.9372	6	649	578	507	1	1	16	OM6	173	6_5_5_6_6_58	1	0	2	30	(5:3)_(6:2)_(5:3)_(4:4)_(5:3)_(5:3a)_(4:4aCO)	653364.5	653942.5
1898	8062	                      8036	8088	2:6	78	61	56116	56137	64173	64204	71	258.947	268.8072	284.5134	171.9259	0.7208	4	9558	8981	8404	2	0	16	OM4	174	78_8_8_8	1	1	1	8	2:6_3:5_2:6_3:5	56126.5	65107.5
1899	151	122	180	3:5	8	8	64173	64204	64326	64353	71	258.947	268.8072	284.5134	171.9259	0.7208	4	9558	8981	8404	2	0	16	OM4	174	78_8_8_8	1	1	1	8	2:6_3:5_2:6_3:5	56126.5	65107.5
1900	107	0	214	2:6	8	1	64326	64353	64353	64540	71	258.947	268.8072	284.5134	171.9259	0.7208	4	9558	8981	8404	2	0	16	OM4	174	78_8_8_8	1	1	1	8	2:6_3:5_2:6_3:5	56126.5	65107.5
1901	661	0	1322	3:5	8	1	64353	64540	64540	65675	71	258.947	268.8072	284.5134	171.9259	0.7208	4	9558	8981	8404	2	0	16	OM4	174	78_8_8_8	1	1	1	8	2:6_3:5_2:6_3:5	56126.5	65107.5
1902	78	                      0	156	(3:5)	1	1	797223	797362	797362	797379	4	4.7398	3.3759	6.7128	7.7491	0	2	318	206	95	1	1	13	OM7	174	1_2	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	797292.75	797498.75
1903	128	77	180	(2:6)	2	3	797362	797379	797456	797542	4	4.7398	3.3759	6.7128	7.7491	0	2	318	206	95	1	1	13	OM7	174	1_2	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	797292.75	797498.75
1904	584	                      358	810	(5:3)	4	6	258408	258436	258794	259218	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	3430	3353	2	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	258421.75	261851.75
1905	260	0	521	(6:2)	3	1	258794	259218	259218	259315	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	3430	3353	2	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	258421.75	261851.75
1906	120	0	241	(4:4)	34	1	259218	259315	259315	259459	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	3430	3353	2	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	258421.75	261851.75
1907	82	0	165	(5:3a)	3	1	259315	259459	259459	259480	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	3430	3353	2	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	258421.75	261851.75
1908	1416	1384	1447	(4:4)	3	18	259459	259480	260864	260906	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	3430	3353	2	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	258421.75	261851.75
1909	509	393	625	(5:3)	4	3	260864	260906	261299	261489	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	3430	3353	2	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	258421.75	261851.75
1910	128	0	257	(6:2)	3	1	261299	261489	261489	261556	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	3430	3353	2	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	258421.75	261851.75
1911	329	232	426	(4:4ai)	24	3	261489	261556	261788	261915	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	3430	3353	2	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	258421.75	261851.75
1912	264	                      0	528	(2:6)	12	1	444920	445378	445378	445448	3	28.2601	23.5288	30.3011	12.7573	0	2	1064	774	484	1	1	16	OM3	175	12_8	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	445149	445923
1913	510	413	607	(3:5)	8	2	445378	445448	445861	445985	3	28.2601	23.5288	30.3011	12.7573	0	2	1064	774	484	1	1	16	OM3	175	12_8	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	445149	445923
1914	282	                      96	469	(3:5)	8	3	40365	40497	40593	40834	10	145.0262	242.7631	119.1149	101.8943	1.3414	4	1472	1236	999	1	1	15	OM2	176	8_8_7_8	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	40430.75	41666.75
1915	422	216	628	(4:4)	8	3	40593	40834	41050	41221	10	145.0262	242.7631	119.1149	101.8943	1.3414	4	1472	1236	999	1	1	15	OM2	176	8_8_7_8	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	40430.75	41666.75
1916	164	0	328	(3:5a)	7	1	41050	41221	41221	41378	10	145.0262	242.7631	119.1149	101.8943	1.3414	4	1472	1236	999	1	1	15	OM2	176	8_8_7_8	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	40430.75	41666.75
1917	367	117	617	(2:6)	8	3	41221	41378	41495	41838	10	145.0262	242.7631	119.1149	101.8943	1.3414	4	1472	1236	999	1	1	15	OM2	176	8_8_7_8	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	40430.75	41666.75
1918	330	                      160	500	(5:3)	8	2	839916	840103	840263	840416	14	1393.8937	1535.4306	1521.9784	2328.4417	63.754	4	2947	2466	1984	2	1	16	OM6	176	8_8_78_5678	1	0	3	20	(5:3)_(4:4)_(6:2)_(2:6)_(4:4aCO)	840009.25	842475.25
1919	593	211	975	(4:4)	8	4	840263	840416	840627	841238	14	1393.8937	1535.4306	1521.9784	2328.4417	63.754	4	2947	2466	1984	2	1	16	OM6	176	8_8_78_5678	1	0	3	20	(5:3)_(4:4)_(6:2)_(2:6)_(4:4aCO)	840009.25	842475.25
1920	955	464	1446	(6:2)	78	6	840627	841238	841702	842073	14	1393.8937	1535.4306	1521.9784	2328.4417	63.754	4	2947	2466	1984	2	1	16	OM6	176	8_8_78_5678	1	0	3	20	(5:3)_(4:4)_(6:2)_(2:6)_(4:4aCO)	840009.25	842475.25
1921	588	13	1162	(2:6)	5678	2	841702	842073	842086	842864	14	1393.8937	1535.4306	1521.9784	2328.4417	63.754	4	2947	2466	1984	2	1	16	OM6	176	8_8_78_5678	1	0	3	20	(5:3)_(4:4)_(6:2)_(2:6)_(4:4aCO)	840009.25	842475.25
1922	1085	                      711	1459	(3:5)	5	10	410941	411667	412378	412400	25	314.0729	303.409	318.2165	1124.6467	1.7338	4	2744	1844	943	2	1	14	OM1	177	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	411303.75	413147.75
1923	22	6	39	(2:6)	6	3	412378	412400	412406	412417	25	314.0729	303.409	318.2165	1124.6467	1.7338	4	2744	1844	943	2	1	14	OM1	177	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	411303.75	413147.75
1924	129	109	149	(3:5)	6	5	412406	412417	412526	412555	25	314.0729	303.409	318.2165	1124.6467	1.7338	4	2744	1844	943	2	1	14	OM1	177	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	411303.75	413147.75
1925	607	54	1160	(2:6)	6	7	412526	412555	412609	413686	25	314.0729	303.409	318.2165	1124.6467	1.7338	4	2744	1844	943	2	1	14	OM1	177	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	411303.75	413147.75
1926	469	                      363	575	(5:3)	4	5	325596	325797	326160	326171	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1927	22	0	43	(4:4)	4	1	326160	326171	326171	326203	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1928	564	343	784	(5:3)	4	3	326171	326203	326546	326955	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1929	399	90	708	(5:3a)	34	3	326546	326955	327045	327254	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1930	160	48	273	(6:2)	4	2	327045	327254	327302	327318	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1931	456	350	561	(5:3)	3	2	327302	327318	327668	327863	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1932	671	519	823	(4:4ai)	8	4	327668	327863	328382	328491	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1933	202	0	404	(5:3b)	3	1	328382	328491	328491	328786	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1934	486	0	971	(4:4bi)	1	1	328491	328786	328786	329462	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1935	655	155	1155	(3:5)	7	6	328786	329462	329617	329941	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	4082	3821	1	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	325696.75	329778.75
1936	944	0	1888	(2:6)	56	1	425518	426767	426767	427406	1	179.8649	196.2117	191.7278	51.8993	5.0638	1	1887	944	1	1	1	15	OM8	177	56	1	0	1	16	(2:6)_(4:4aCO)	426142.5	427086.5
1937	656	                      0	1312	3:5	4	1	104443	105356	105356	105755	6	176.0118	241.8303	157.1006	250.7983	0.9358	4	1663	1140	617	1	0	16	OM9	177	4_34_4_4	1	1	2	14	3:5_3:5a_2:6_3:5a	104899.5	106039.5
1938	218	0	435	3:5a	34	1	105356	105755	105755	105791	6	176.0118	241.8303	157.1006	250.7983	0.9358	4	1663	1140	617	1	0	16	OM9	177	4_34_4_4	1	1	2	14	3:5_3:5a_2:6_3:5a	104899.5	106039.5
1939	31	0	62	2:6	4	1	105755	105791	105791	105817	6	176.0118	241.8303	157.1006	250.7983	0.9358	4	1663	1140	617	1	0	16	OM9	177	4_34_4_4	1	1	2	14	3:5_3:5a_2:6_3:5a	104899.5	106039.5
